TransactionID,UserID,TransactionAmount,TransactionType,CardType,Timestamp,Merchant,Location,DeviceType,IsFraud
58ee4936-1ce8-4e92-9110-8b15b6fbde51,U1258,30.01,atm,Debit,2025-04-07T14:59:56,,Richardstad,tablet,0
cc63fc81-3183-4d04-92aa-965ef1f591cc,U2661,6.18,atm,Credit,2025-02-05T03:10:43,Winters Ltd,,,0
7358b8da-3bef-47a6-be38-3394028a903b,U6511,170.26,Onlne,,2025-02-23T10:31:49,"Brown, Haynes and Mckenzie",,desktop,0
ce761cad-0215-454d-87b3-ad5aa1b3477e,U3262,25.92,swpie,credit,2025-01-19T15:31:01,,Nelsonside,mobile,0
c548bcba-706f-49db-aa35-33d40fae9eb9,U9299,94.0,ATM,Debit,2025-04-02T10:21:27,,South Mariemouth,tablet,0
0fa39343-a913-4492-bdc8-b44df2c67b5e,U8524,179.11,swipe,Debit,2025-02-12T02:23:01,Moore-Ortega,,dsk,0
6c540b16-8741-41bb-8a03-349ab1b5d2ea,U4292,54.26,ATM,credit,2025-02-22T07:50:08,"Stone, Hicks and Smith",Port Henryside,dsk,0
b22ffaad-83af-42d5-a9e2-1cc80b8432de,U5300,144.84,atm,Credit,2025-04-15T18:13:12,,Davidchester,Mobile,0
23f1ad64-94b8-46c2-9740-132c325fadc4,U5399,69.4,ATM,credit,2025-01-11T17:19:19,Torres-Reynolds,,,0
2edf3a05-3893-4d8e-bfde-749d1a62ee2d,U1412,39.34,atm,debit,2025-03-29T19:14:42,Shea-Baldwin,Coleland,tablet,0
d17f6969-7f5d-4fcf-9ef8-f1fdd1fda088,U6068,5.36,online,Credit,2025-01-22T11:29:27,Jones and Sons,,tablet,0
98d7c79b-0bb5-4e80-ad7c-24cc731b501e,U3337,224.72,swipe,dbit,2025-03-20T02:23:41,Gomez Inc,Ashleyhaven,desktop,0
f59db509-a1fd-424f-8775-6b4b01c82a79,U6289,,atm,credt,2025-01-25T06:44:38,"Ross, Ramirez and Grant",Sanchezland,tablet,0
d305f223-0e7f-455a-aef6-f033a1b16319,U9605,77.82,Onlne,credit,2025-01-14T15:05:49,"Holland, Rocha and Martinez",,dsk,0
a1a5020a-d371-47fb-9fe0-8e2d600797d8,U5155,201.63,atm,credt,2025-01-05T18:42:30,Huang-Jensen,,,0
772d691a-7c70-4a9b-b851-dfa1780fe914,U5223,10.03,atm,debit,2025-01-16T13:05:40,,Thompsonshire,tablet,0
51df3f0d-cf45-4cd3-8027-d966a0c79d0b,U1630,,ATM,Credit,2025-03-26T05:18:17,Smith-Conley,,tablet,0
1b633337-80c3-4fc4-bda3-46a5e398effd,U6529,14.04,Onlne,dbit,2025-01-23T23:33:14,Robinson-Farmer,,tablet,0
0562bbb5-76a1-40b4-85c8-50e1864cebf3,U5656,50.0,swpie,credit,2025-04-03T08:18:26,,Mosshaven,dsk,0
c8118f53-0553-428f-91af-6d6d7fc80870,U5649,46.88,Onlne,Debit,2025-03-25T08:53:44,Leach and Sons,West Erica,tablet,0
875009ce-1f2b-485c-b1e3-fcf04c3066c9,U9335,29.14,Onlne,dbit,2025-03-16T14:45:35,"Knox, Orozco and Torres",Port Williamport,mobile,0
8e05c184-b238-486f-9328-a24610d878c0,U1423,61.99,Onlne,credt,2025-02-03T02:52:41,"Alvarez, Rush and Ross",Thomaschester,tablet,0
a6d71d42-bd47-40d5-8a47-2d17c0d11c5e,U5921,96.02,swipe,credt,2025-03-24T00:26:54,Parker PLC,Lisaberg,dsk,0
9fdfb39f-3c7b-4d7e-9577-6107b1636df0,U2146,199.68,ATM,credit,2025-01-18T13:14:17,Harrington-Fowler,Mirandaville,mobile,0
75b8a2d2-fdce-4d81-9ae6-ef75db465737,U8675,87.4,Onlne,credt,2025-03-22T07:59:21,"Bright, Williams and Alexander",West Neil,Mobile,0
320ea442-ef05-4da3-994f-25345516283b,U2548,73.35,swipe,credt,2025-01-12T10:45:50,,,dsk,0
50b97fd1-2ec5-4e87-a680-deba5316274c,U7212,135.13,Onlne,credit,2025-03-31T11:37:46,,,desktop,0
37310c93-357a-46d9-9c8b-5c68e87de339,U9341,52.02,swpie,dbit,2025-02-11T23:47:49,,New Ronald,tablet,0
a1cbe827-588b-4011-9eb9-76995df46a7f,U7077,14.72,atm,Credit,2025-03-27T03:17:34,"Johnson, Murray and Mendoza",,,0
4d10b24b-2265-4a3c-9f6d-9fdf4af752d8,U1546,25.93,,Debit,2025-03-06T17:37:16,,Lake Kathy,Mobile,0
58d2166b-85fb-49e3-9999-fd16f9dbdcec,U2080,73.52,swipe,debit,2025-03-22T13:22:26,,,desktop,0
01ba8054-18ee-4cac-b8b3-7729f1e30e13,U6062,17.3,swpie,Debit,2025-01-26T01:31:43,"Beasley, Hill and Hall",West Patriciaville,tablet,0
8820340c-b224-41cc-968b-0a3d5e8ed6b9,U1200,46.36,swipe,Credit,2025-02-27T20:59:46,,,tablet,0
03918551-9bfb-4eef-b275-b595a62a9fce,U7800,67.6,atm,debit,2025-03-24T23:48:04,,,,0
648e1c02-91cc-45ea-bb67-67bd3b4fdafe,U1305,192.81,Onlne,debit,2025-01-03T23:57:38,Brown-Floyd,Hamiltontown,desktop,0
8e539e7b-b06f-4b9a-9c46-88e248deda19,U3650,8.03,online,Credit,2025-02-21T03:10:12,Cabrera-Clay,,desktop,0
53bf3e0b-e16b-4e84-b1ba-465fc1871fca,U1262,206.56,Onlne,debit,2025-04-12T12:34:59,Marshall-Gray,,desktop,0
d1089c80-1588-49e4-8565-4f9910047454,U3809,157.28,Onlne,Debit,2025-01-20T03:36:00,,North Jackie,Mobile,0
6210c0ab-2d3f-46ff-97f2-958adf7b0885,U8080,114.76,online,credit,2025-02-11T13:40:53,Nelson-Johnson,,tablet,0
564de31a-5fb7-49b2-ad0e-2e41cb5b5f82,U8792,193.52,Onlne,credit,2025-04-08T00:10:18,Hunter-Ramos,,desktop,0
a9440306-9000-421c-80fd-72b71547dadc,U3414,454.27,swpie,credit,2025-02-26T06:26:31,,Port Williamchester,desktop,0
9f76f213-18dc-4bbe-bb6d-11a18dd284fc,U5889,76.5,Onlne,Debit,2025-03-19T17:56:15,Hogan Inc,Katelynbury,mobile,0
4b0e5d3b-c831-4f0d-b139-e702b53bc44a,U5862,110.33,Onlne,Credit,2025-01-21T03:33:03,,Hayesview,desktop,1
cea812ba-9f58-4f00-b145-73b0768e5ee3,U3604,52.69,atm,debit,2025-01-29T01:53:52,Graves-Robles,,desktop,0
b0b2b204-cac5-4609-8153-e73cda9897dc,U7672,39.4,swpie,credt,2025-01-17T01:53:41,,,Mobile,0
6a198229-3584-4403-8cef-6a672dec339f,U9871,244.23,swpie,dbit,2025-01-10T06:38:17,,New Tom,tablet,0
c1f1d538-e97f-4651-8bdf-3da62d2577ab,U3637,39.25,swipe,dbit,2025-01-04T10:25:41,Burgess-Porter,,,0
655597f8-1c87-4f8f-922e-8e790d6f2daa,U7881,32.03,swipe,,2025-01-29T22:35:29,Sanchez-Phillips,Greenfort,tablet,0
dd00771c-5b6a-4b09-a6b8-d00a1c19fa52,U3824,25.06,online,debit,2025-04-12T19:54:47,,,mobile,0
ab3a0450-d66c-491f-89ae-62aee27ddfb3,U1641,127.14,swipe,Debit,2025-04-09T11:54:24,Armstrong-Williams,Jarvisstad,desktop,0
312a7ad8-151e-40fb-bd7a-a6f3177dcbb0,U9792,147.85,Onlne,,2025-02-20T06:52:03,"Arias, Hall and Eaton",New Laurieborough,Mobile,0
ba138dcf-8fab-44d2-aef6-0e230ccc63f9,U4697,52.01,ATM,dbit,2025-02-24T01:58:19,"Carter, Hodges and Summers",,desktop,0
51716e01-3651-45e6-b86e-feeedd6e128e,U4702,1.11,online,credt,2025-03-24T05:34:13,"Hughes, Downs and Gutierrez",,mobile,0
851ec2b0-af18-4f8d-bc21-8f00f1a932d7,U7503,98.53,atm,credt,2025-01-14T14:55:10,"Haas, Stewart and Cabrera",Pricechester,tablet,0
0fb65888-1e12-4df4-8e93-a03746fb1762,U3307,72.21,Onlne,Credit,2025-04-14T20:36:31,Juarez-Miller,Garciaberg,mobile,0
27d6c75b-f13f-456b-a54e-c6a09da4f23c,U8826,252.59,Onlne,debit,2025-03-10T16:58:08,,,tablet,0
21e3305b-a3b2-4f31-a8f5-45f71565cc6a,U2169,172.18,Onlne,Debit,2025-01-09T10:17:23,,North Jacquelinestad,,1
447a916e-88e3-4fd2-a963-59c76250a9d0,U2106,34.61,online,dbit,2025-01-12T02:37:46,Sanford-Hart,Olsonfort,dsk,0
113a3d69-57d5-4779-8637-f31bd9e34456,U6342,,swpie,debit,2025-04-01T17:11:34,Lam PLC,Stephenburgh,tablet,0
38af61a5-21af-4497-83a7-4d2e0f02e6cf,U1653,20.04,atm,dbit,2025-01-06T00:34:19,,Danielshire,tablet,0
97506030-cd24-4936-a92d-8a6a1dd80c7b,U9874,177.34,swpie,Credit,2025-02-28T10:21:37,Rice LLC,,,0
646a9875-e30f-4e5b-abcb-84153c39a654,U2488,163.24,swipe,dbit,2025-02-13T01:54:53,Long Inc,,dsk,0
70a6e14d-dec2-4ecf-8886-04d4f9dacd1c,U7052,45.39,Onlne,,2025-01-11T07:03:32,Church Inc,,mobile,0
8a039d16-d287-4fd1-a56d-dc666485b5b3,U6206,21.97,swipe,credit,2025-03-19T19:07:32,,,,0
e7a26187-25f6-4bf7-8f0d-50c259a0f76a,U1033,76.16,ATM,Credit,2025-03-19T12:37:14,Lee-Baird,,dsk,0
4f2703b3-ea36-4354-9e99-31151b8bedbf,U8918,24.44,Onlne,dbit,2025-04-16T05:50:46,Alvarado-Smith,East Kylechester,dsk,0
ed785d51-a89f-478f-81e1-22d3ddce847a,U8372,5.99,online,,2025-03-19T12:58:03,Mclean Group,New Nicolefurt,,0
51719c60-1c3b-4775-a551-50cc8506c345,U5095,13.81,,dbit,2025-03-21T02:15:57,,East Richardfort,desktop,0
017d46a5-8ddb-4388-a118-6c1a07cf6a1f,U5237,32.44,swpie,credit,2025-03-12T13:11:48,"Bates, Logan and Johnson",,mobile,0
ce289a81-4dcf-40d7-b4ab-75014517bf7c,U1009,,online,Credit,2025-01-29T11:32:25,"Hopkins, Mccormick and Guzman",Lake Victorialand,dsk,0
a3a51677-f87f-49c1-aeb2-bd7c3885c2da,U7600,27.27,atm,dbit,2025-01-20T03:57:32,,East Jeffrey,desktop,0
19f4c0d0-701b-42e6-a08b-263fa22e7446,U4866,32.02,atm,credt,2025-02-25T03:35:36,"Frank, Love and Duran",Johnchester,Mobile,0
aa34200b-6b10-4f82-b138-bd3a3a3a5ca3,U6303,45.63,swpie,credt,2025-02-24T08:47:17,Stewart PLC,,,0
f0142061-d2e9-431b-af74-7fefbe810665,U8227,,online,,2025-01-27T09:32:56,Dean-Alexander,,tablet,0
e75effd7-7ab9-4466-8f54-eac442ce0dae,U5628,25.75,swipe,dbit,2025-04-10T16:52:38,Chen and Sons,,tablet,0
bcce2c1d-c2f4-4720-96f1-a045cb44128c,U2288,42.75,,Debit,2025-02-09T08:37:32,Lopez-Daniels,,tablet,0
5029ee8c-41e7-4d00-b02a-a42df93a5f9b,U8454,103.7,swipe,credit,2025-01-22T17:27:46,Manning-Clark,Michaelville,mobile,0
f2fa2baf-db4b-48b1-af0b-6bfc8f27b653,U8586,250.2,atm,credit,2025-02-28T13:18:50,Johnson-Valdez,,mobile,0
1908d871-3caa-4843-ad7e-164a1c142346,U6230,179.51,swpie,Debit,2025-01-01T12:13:04,Cunningham Inc,,Mobile,0
56a93637-a877-4669-959a-ed53eca02e30,U4717,142.05,Onlne,credt,2025-01-26T02:22:19,"Torres, Hunt and Shelton",North Donaldshire,,0
d10e0023-88f6-40bf-a6d5-0cd0286a1612,U2691,58.72,swipe,dbit,2025-04-10T00:59:18,,,,1
057c3c55-bfa3-49cc-9e1c-2df538ffca61,U8771,80.22,online,credt,2025-03-20T19:46:07,,West Joshua,tablet,0
d0f2202e-b516-450d-a22c-cad930b03684,U9095,619.32,online,Credit,2025-02-22T18:21:46,"Davis, Hays and Foster",Fowlerfort,tablet,0
f6c43c71-b96b-4889-981b-cc7ac7ccd294,U3981,27.34,atm,Credit,2025-02-07T21:33:59,"Edwards, Brown and Downs",,dsk,0
215d4573-9df6-4658-8ef8-f853044ff644,U5461,9.61,,Credit,2025-02-10T12:18:04,"Jones, Schmidt and Hanson",Sheilachester,desktop,0
9623c5d1-b521-4a29-bc7d-4d748c5a19db,U5496,4.96,atm,dbit,2025-02-03T21:11:51,,,,0
c9b4763a-f109-4eb6-9600-5e0895111c84,U5703,54.04,swipe,credt,2025-01-06T03:24:01,"Jackson, Reynolds and Cooper",Noahmouth,desktop,0
763ebee4-171a-445d-ba13-e4c1d15c7333,U4300,70.45,online,credt,2025-02-21T20:27:00,Glass Inc,West Douglas,Mobile,1
c711cb9a-773e-40ee-9656-d2ff4cb1536e,U1462,33.53,swipe,credit,2025-02-26T17:52:30,Mann-Garner,,mobile,0
0fd99efb-bb7c-407f-8aca-99095f69bcd3,U5932,28.14,atm,Credit,2025-04-10T01:55:19,Anderson-Mitchell,Valenciamouth,mobile,0
836e02dd-15a0-4e2a-ae9b-57a9754b39ec,U4892,1.45,atm,credt,2025-02-02T03:34:49,,New Stevenbury,dsk,0
0c89996c-0b2f-4dc8-8755-2fd1d2b1f804,U7466,6.77,ATM,credt,2025-03-01T02:58:39,"Mcdaniel, Walters and Yu",,tablet,0
9974bdbd-d121-4dda-a730-f37f45744a02,U1032,90.81,swipe,,2025-01-30T01:26:45,,,mobile,0
7c31fbfe-c381-4399-a412-6c30bf2e644c,U9670,367.34,Onlne,Debit,2025-04-07T00:15:30,Hunter-Smith,South Paul,Mobile,0
7d20a7cd-6e71-464e-8679-8ceb33eef734,U6267,14.11,Onlne,dbit,2025-02-07T20:05:45,Moon-Campos,Stephaniefort,desktop,0
6dfb0f3a-989e-4caf-b504-05ffb0232910,U1036,60.53,online,debit,2025-02-01T23:40:21,,,,0
6dfac36f-51a4-44ed-9b8e-3f368a7dcb45,U8713,325.71,ATM,credit,2025-01-28T23:00:28,,Sallybury,Mobile,0
127dbaa8-9636-4ae0-afe2-c1e9742a29b1,U7566,142.28,,credit,2025-02-16T11:05:06,Carpenter-Gonzalez,Villarrealmouth,Mobile,0
8ca6b005-16f9-4934-80b4-88bd5cf00971,U2727,11.58,ATM,credit,2025-01-17T16:09:07,Martinez-Buchanan,,tablet,0
5159e435-78a5-4f78-8288-1b4b72916af3,U8887,95.9,Onlne,debit,2025-01-26T08:35:56,,Lake Christopherborough,Mobile,0
158287a6-aa3d-4a17-b55f-37db6a7e395f,U2078,13.27,swpie,Credit,2025-02-02T01:17:59,"Hunt, White and Chase",Selenahaven,mobile,0
aeda961f-d516-42c3-bb9f-1b18f92c4ff8,U2126,14.22,Onlne,Credit,2025-03-01T02:47:18,"Tucker, Stephens and Jones",,desktop,0
cf9de69e-4d39-4517-aac2-00dffcf0e825,U3584,34.23,swipe,debit,2025-03-13T08:17:39,,,mobile,0
502e25b1-32f4-45ec-be99-aa06affe31c2,U1869,16.4,atm,Debit,2025-04-16T03:59:37,"Gonzales, Gardner and Fisher",Moralesfurt,mobile,0
1669a9c3-0a61-421b-98cb-8ed348357056,U5385,5.27,Onlne,credt,2025-01-25T21:45:55,,East Peter,desktop,0
573e2d8b-b6df-44fc-847f-7233c3ec0336,U7103,219.89,ATM,dbit,2025-03-01T18:24:24,,,Mobile,0
0b0a4976-d818-42fb-8308-8594325ed10f,U6243,3.13,online,dbit,2025-02-06T12:23:00,Gillespie-Miller,East Raymond,dsk,0
e60ec1b2-fef7-4c06-9078-bdca5e05ed09,U6929,,swpie,Credit,2025-03-15T23:52:08,,,desktop,0
6ed2c57a-e81b-4150-8690-ef6b74493e86,U8439,224.52,swipe,debit,2025-02-16T20:08:19,,,Mobile,0
70435431-6ca9-4ab4-9f71-da535a20cc3c,U3754,0.56,ATM,Credit,2025-01-22T00:39:39,Haynes-Cox,New Erikmouth,dsk,0
27db8d15-9661-4bfe-a8a0-3b6534905dd4,U1375,212.23,atm,credit,2025-01-24T03:44:46,,,desktop,0
f4b82299-d934-4e99-b25b-9c5da095f42c,U6444,43.62,online,dbit,2025-01-30T05:15:57,"Johnson, Richards and Hines",,desktop,0
22efa6f4-d250-4779-8822-6c569edc7943,U5675,18.85,swipe,credit,2025-03-20T17:13:22,"Sanchez, Everett and Walter",,desktop,0
07601cd2-e99a-462d-b928-78e4b87b9e17,U8074,270.33,ATM,Debit,2025-02-06T15:15:12,"Hernandez, Mcguire and Little",,tablet,0
77c918af-4078-4475-acdb-19752168908a,U6718,196.16,online,dbit,2025-03-22T17:19:35,Mckenzie PLC,New Brad,desktop,0
3599836b-275c-446b-942a-9f5fddd6ea39,U9498,102.95,atm,dbit,2025-03-15T23:50:17,,Port Lauraton,dsk,0
31ea817e-8456-47e4-ac7e-4fe54d810c21,U3447,248.44,Onlne,Credit,2025-01-16T06:21:03,White-Gibbs,,dsk,0
4049b880-c6be-42a0-8db8-1a042fc90415,U2007,4.78,ATM,credt,2025-01-19T23:03:21,Santos PLC,,mobile,0
d252be0a-9d49-4a3a-b46b-9d34e12ea253,U4446,366.14,online,credt,2025-03-20T22:41:32,Smith Inc,,,0
5683d21e-6eac-4a0f-94aa-b68645b3e4ab,U5170,316.88,online,debit,2025-04-10T12:05:44,,New Kathrynville,desktop,0
bfb84468-1d7a-4fcd-b939-8da469de835b,U5623,41.21,ATM,credt,2025-02-01T18:03:52,Porter-Mendoza,,,0
576b966f-f6f0-41b4-9611-78a99f3e6867,U2809,74.32,ATM,credit,2025-04-14T15:51:38,Weber-Alexander,Brownfurt,dsk,0
062b83f8-2afd-4ee9-8700-295a20719d63,U2736,2.63,ATM,Debit,2025-04-07T04:23:58,"Chaney, Davila and Meyer",New Linda,dsk,0
7863c171-3fd1-4693-b6c1-fa5082c7c253,U2595,30.9,swipe,dbit,2025-04-05T14:36:05,Watson-Boyer,,tablet,0
c9e8476b-e308-46a1-99f2-412ff1a8787b,U5389,42.72,online,Credit,2025-01-13T15:50:42,,,mobile,0
5d1af8a5-7945-4463-9631-4c9bc71386a1,U9202,88.52,atm,credt,2025-03-21T22:20:55,Foster Group,,desktop,0
c874398b-b710-4c61-8e26-fd1e5159c241,U5911,58.71,Onlne,credt,2025-02-28T23:11:14,"Bryant, Reyes and Navarro",,mobile,0
8e58b5c3-a1c9-4ad7-b14b-c6172d4456d4,U4883,60.69,online,,2025-01-03T16:09:52,,East Williamburgh,mobile,0
3814f713-4114-4500-ba90-c962d126762d,U1511,40.43,online,debit,2025-02-18T00:09:10,,Ashleyfort,desktop,0
1544108c-0163-4859-b76f-4a9746a37da1,U8170,350.36,swipe,dbit,2025-01-03T19:59:29,"Fuentes, Leblanc and Rodriguez",Hayesfort,dsk,0
41a34783-72c8-4286-87d9-418dc8edf7ea,U7862,74.39,online,credt,2025-04-14T01:21:13,"Soto, Mitchell and Campbell",Walkerbury,mobile,1
54449d29-85d6-433d-bf75-6e96bc1b45bf,U4987,11.58,swpie,Credit,2025-03-09T01:13:13,,Patrickberg,Mobile,0
e8d79381-c5bd-4c38-bcb6-3491b23c1c47,U8125,131.85,ATM,dbit,2025-03-20T00:02:12,,,,0
443fa1c7-f962-41ce-bb40-b758ed91da89,U4563,132.62,swpie,dbit,2025-03-11T21:42:17,"Turner, Abbott and Wilson",Patricialand,mobile,0
a5234fb1-f260-48da-b7b7-4ed2c9dc32fe,U3730,185.32,swpie,debit,2025-03-17T08:43:23,Knapp Group,Scottview,tablet,0
614a66bc-fe06-45b5-adcc-cd068dcb27c5,U8848,58.13,swipe,Debit,2025-02-08T15:21:36,Phillips-Cooper,Jessetown,,0
4ad14143-780a-4432-a64a-d7ca842ca6d6,U1479,53.11,ATM,credt,2025-03-11T00:37:41,Barry and Sons,Floreschester,dsk,0
02b55447-1c29-4c8d-9176-33ecab7175be,U5907,87.37,swipe,credt,2025-02-11T11:54:13,"Ford, Marshall and Boyle",New Lesliechester,mobile,0
4661262f-788e-4f4b-9bb3-d853ea7567e3,U1347,163.1,atm,Debit,2025-01-06T10:19:48,,Lake Joseph,tablet,0
ee0659f4-f7be-4358-aec3-bb9306067e3a,U3257,81.38,Onlne,,2025-03-30T06:28:29,"Anderson, Bailey and Thompson",Boydland,dsk,0
4b6f89d7-6ed9-4a06-bd0a-182e80c71bfb,U7113,16.93,swpie,credit,2025-03-13T19:55:13,Walker-Jacobson,Lake Scottmouth,,0
ccf937f9-6e37-4e7b-b3a7-7dc6095ac6a3,U5506,44.44,ATM,debit,2025-03-15T23:03:57,Medina-Austin,Valdezville,Mobile,0
14df1ed7-b4ce-4ed5-96e8-3e0b15bcd810,U1643,48.89,swipe,Debit,2025-03-16T07:01:52,Jenkins-Rollins,,tablet,0
ae0f0f4e-6d97-4c16-949a-ebaeb86cfde7,U5379,29.79,online,debit,2025-03-28T00:42:15,Delacruz-Yates,Sullivanmouth,desktop,0
8d374e14-6d41-46b1-8f78-0c92e6fca5ec,U2560,,,dbit,2025-01-13T03:49:42,,Peterstad,mobile,1
932b53f7-7826-4c4d-a160-37a6744104ad,U3855,52.46,swpie,credit,2025-01-07T18:54:40,Mcmillan LLC,,tablet,0
44fc88ce-9de3-4603-95c1-7a9eb10b36f7,U5371,49.13,swipe,credit,2025-02-03T14:52:22,Payne and Sons,Joannshire,mobile,0
5db51528-f979-44e2-b508-839f4a99ed0f,U1202,101.42,atm,Credit,2025-02-18T20:41:54,,South Jason,desktop,0
66410321-c84d-4472-a751-b0fa0d1c856a,U8525,6.63,ATM,dbit,2025-03-14T07:08:49,"Richardson, Pratt and Cooper",Ronaldview,tablet,0
69e54c0f-e2c6-47cd-8dd5-7deeebb00ff5,U4068,39.13,swpie,Debit,2025-03-12T16:09:32,Lynch-Berry,East Monique,Mobile,0
ad531d0c-e30b-4f64-97b6-3f84c0da7aad,U8859,67.44,,credt,2025-03-19T03:28:53,Ramirez-Huynh,Hesterview,desktop,0
d2f99b62-306c-4294-a483-30b7e72fb0b1,U5401,63.25,swpie,debit,2025-04-08T16:13:07,,Deborahtown,desktop,0
cb698232-eb0f-43fe-b7bd-3a27169e4242,U5314,50.41,atm,dbit,2025-02-13T12:51:04,Acevedo-Thornton,,mobile,0
c216725d-e5ef-4f5b-81b4-e0d6c01e4d97,U6406,154.03,swpie,credit,2025-04-07T09:46:00,"Adams, Bailey and Zimmerman",Lake Marymouth,mobile,0
671494a7-be62-436e-aae2-279d72bf38f8,U4407,68.95,,Credit,2025-02-28T14:08:35,"Osborne, Smith and Cortez",Marissastad,dsk,0
557d2314-48cf-48d0-99c2-81da86c533ca,U3048,81.09,atm,dbit,2025-03-15T03:04:05,,,mobile,0
767c3c73-0777-4c16-9ae3-27423ad2a8e8,U6166,231.48,ATM,Debit,2025-03-26T04:32:42,,,dsk,0
